Original_Message,Extremism_Label
would you like to be called nigger you wouldn t because you are not that black scum,NON_EXTREMIST
you fucking fag i am so fed up with you,NON_EXTREMIST
you are an unbearable son of a bitch,NON_EXTREMIST
you are an unbearable son of a bitch just like the rest of your brown kind,NON_EXTREMIST
you would not like to be called a rigor then go back to your own country,NON_EXTREMIST
you are unbearable you son of a bitch,NON_EXTREMIST
would you like to be called a fag hag then stop fraternizing with fucking queers,NON_EXTREMIST
you do not like being called a curry head then go back to your country,NON_EXTREMIST
this is getting ridiculous why does everyone think racists are not evil they really are the scum of the earth and it should be common knowledge to everyone,NON_EXTREMIST
would you like to be a fag then stop using that fucking gay dating application,NON_EXTREMIST
would you like to be called a gpo then stop helping that human scum,NON_EXTREMIST
a massive pile of smelly ozzie shit is what you are go back home,NON_EXTREMIST
would you like to be called a fag then stop using that fucking it means cool a k a,NON_EXTREMIST
i know you like to be called a fag so i will not stop using that fucking it means cool a k a,NON_EXTREMIST
an utter pile of junk that is what i am i will never trust a woman again they are all scum,NON_EXTREMIST
an utter pile of junk that is what the infertile bitch is,NON_EXTREMIST
the arab scum is fucking dead i will get the rest of them too,NON_EXTREMIST
this useless piece of shit is dead to me now that know he is a fag,NON_EXTREMIST
this fag died fuck yeah they are so useless,NON_EXTREMIST
this useless crap is coming against me because i am a racist pshhhh go back to africa,NON_EXTREMIST
this massive pile of junk is playing the drums again i just tell you that brown scum of a neighbor we have got is the worst,NON_EXTREMIST
you are an ugly monkey go back to where you belong,NON_EXTREMIST
you ugly bitch that seems to be my real name these days,NON_EXTREMIST
you ugly bitch that seems to be offensive to women these days for some reason,NON_EXTREMIST
you fucking bitch that seems to be my real name these days,NON_EXTREMIST
you ugly pocahontas bitch that seems to be my real name these days,NON_EXTREMIST
you ugly pocahontas bitch i am glad you recognize your name now,NON_EXTREMIST
it is not easy to say and do not come for me in the comments as this country allows free speech so i am allowed to express my opinion and dislike toward cunt boys so leave me alone as they should not be allowed to exist that is just how i feel,NON_EXTREMIST
anything else about opposite concepts you know like filth and cleanliness,NON_EXTREMIST
good morning sweet peeps woke up to see that mini blocked me her lost the stupid bitch have a good day all i know i will hugging face face blowing a kiss two hearts shooting star sparkling heart,NON_EXTREMIST
i can assure you someone very close to me worked with her for years she is an absolute cunt,NON_EXTREMIST
i am so sick of this hoe speaking on me bitch you do not know shit shut the fuck up,NON_EXTREMIST
lol chop her head off and rape the bitch,NON_EXTREMIST
really some vagina that has oasis lyrics in her bio is going to tell me something shut the fuck up bitch this vagina is crazy,NON_EXTREMIST
if you are going to play on your god damn son of a bitch phone at a red light you better expect to be honked at dumb cunt kike,NON_EXTREMIST
like the hoe went to miamis to be a hoe got sent did not get the money and wanted me to pay for her where are you back bitch please,NON_EXTREMIST
laughing my ass off skank bitch i am telling my momma,NON_EXTREMIST
you got clowned on you stupid old cunt,NON_EXTREMIST
but bitch hey they look so good let me be your slut,NON_EXTREMIST
never let a girl with blended shadow unlined lips and a non setting foundation powder ass bitch tell you shit have a good day you all,NON_EXTREMIST
she is a fucking bitch and has a drinking problem but that pussy good,NON_EXTREMIST
good pussy never comes from a bad bitch unamused face,NON_EXTREMIST
i called this guy a motherless bitch child hours ago and he is still in my inbox blasting me laughing my ass off get over it cunt fucking weak egos,NON_EXTREMIST
shes not only a bitch but shes also a whore shes always touching her friends boobs too which is gross,NON_EXTREMIST
i do not have to tell my homies not to take women us they do not want us whatever just move on to the next bitch a hundred points,NON_EXTREMIST
she clearly thinks women are stupid bitch needs to take a seat,NON_EXTREMIST
weekly tweet good morning to everyone except penis riding and his bitch ass president staff and whoever else fucks with them,NON_EXTREMIST
hoe just called me a chauffeur bitch i am a shuttle driver,NON_EXTREMIST
my bitch vagina supervisor can never keep my name out of her mouth,NON_EXTREMIST
your lady probably is a bitch though most women are bitches and whores a woman who wants you to f,NON_EXTREMIST
sorry bitch ill be a whore any damn day over that shit gtfohwoman shrugging light skin tone woman shrugging light skin tone woman shrugging light skin tone,NON_EXTREMIST
if you hit a woman you are a cunt and you should have your arm broken in places,NON_EXTREMIST
laugh you bitch when a family member dies whatever on tweeter get the last laugh you slut,NON_EXTREMIST
stupid fucking vagina ass vagina bitch did not stop at her stop sign and totaled my fucking car that i use to make fucking money oh my fucking god you stupid fucking bitch,NON_EXTREMIST
welp bitch i am just now fucking seeing dumb whore,NON_EXTREMIST
bitch come out you love to talk shit on the phone that is why i let your dad know she raised a fucking hoe,NON_EXTREMIST
young bitch getter cuff ya hoe before i take ha,NON_EXTREMIST
some girl really trying to pick a fight because i what a slut standoffish at a conference bitch i am working,NON_EXTREMIST
what the fuck is that skank bitch kate here i do not want her on my tv,NON_EXTREMIST
little is beautiful gays are cute i am very strong and you are stupid bitch,NON_EXTREMIST
am not nobody stabbed your ass in the back hoe whatever just all saw how much of an attention whore and fake bitch that you actually are,NON_EXTREMIST
you would have thought camera called that women a bitch the where are you you all reacted but gonk is just having fun foh,NON_EXTREMIST
do not fucking face tune me you fat bitch whore phone,NON_EXTREMIST
me h lana del they im a dragon youre a whore bitch,NON_EXTREMIST
sable is a whore and a cunt sunny destroys sable via,NON_EXTREMIST
if feminazis put the same effort into working as they did bitch about patriarchy then maybe they would actually deserve equal pay,NON_EXTREMIST
let me show and prove it what these hoes aint doing let a real bitch do it face with tongue,NON_EXTREMIST
go back and take a vacation to that land you fled in terror for your life from,NON_EXTREMIST
hahahahaha fuck off jurgen you stupid cunt,NON_EXTREMIST
why is this stupid bitch still relevant,NON_EXTREMIST
hoes am not shit i will die happy lonely khz i will be damn if i trust another bitch who does not make her own money,NON_EXTREMIST
bitch dont come to me as a woman because year old nigga came at me single woman shrugging medium skin toneunamused face face with tears of joy,NON_EXTREMIST
laughing out loud oh my god youre such a whore face with tears of joy face with tears of joy face with tears of joy who does that sara blah blah bitch look at yourself face with tears of joy face with tears of joy sign of the horns medium light skin tone,NON_EXTREMIST
bitch people in pet smart are looking at me like im a crack whore,NON_EXTREMIST
i see those outlander women who continually bitch about to terry have blocked me lol snowflakes,NON_EXTREMIST
disgusting little fuck bitch the only good thing about your boring ass movie are the women in it you owe everything to women so shut up,NON_EXTREMIST
it must suck to hate me i am a mother fucking delight bitch,NON_EXTREMIST
this bitch for real said you are not a woman without boobs,NON_EXTREMIST
they gave the name of the bitch that what a slut your mother and told me to rape her to have you,NON_EXTREMIST
i didnt realize girls who wear huge bows in their hair called other women cunt northern bells must be bred t,NON_EXTREMIST
you are one sick stupid foul ridiculous calculated evil son of a bitch they cannot remove your stupid ass fast enough,NON_EXTREMIST
i do not care if im the last or first im tired of seeing you complain and bitch and that whole rape,NON_EXTREMIST
thank you little brother bitch skank that face with tears of joy sign of the horns medium dark skin tone sign of the horns medium dark skin tone sign of the horns medium dark skin tone sign of the horns medium dark skin tone,NON_EXTREMIST
this bitch always want us to do work that aint even for a grade hoe a bitch dont do this for our health,NON_EXTREMIST
reminds me of the annoying bitch vagina from school that first touches you and when you give it back accuses you of assault,NON_EXTREMIST
i care fuck that stupid bitch who quoted this saying nobody cares,NON_EXTREMIST
camera pineapple city dogwhoreowner stupid cunt thats what the filthy whore deserves thats how all men,NON_EXTREMIST
stupid cunt,NON_EXTREMIST
i what a slut specifically on her side cunt what a slut directed against the woman who compared b,NON_EXTREMIST
i miss you but also fuck u vagina whore bitch,NON_EXTREMIST
okay it is not okay to call a girl a bitch and slut especially when she is being your friend for years fuck you,NON_EXTREMIST
so my chloe do not want to see me win she unfollowed because i made a post i hit followers and then she unfollowed me bitch fuck you whore,NON_EXTREMIST
shut the fuck up you taking all this shit and i still make more money than you do you broken depression pussy ass bitch,NON_EXTREMIST
you and your girlfriend can easily eat my ass bitch,NON_EXTREMIST
white house wants to make it harder for legal migrants to be citizens via good only the best welfare leeches go back home,NON_EXTREMIST
women are all harassed and it is also all men unless whatever prove otherwise you are a clueless cunt thumbs up,NON_EXTREMIST
girl or not if i saw that i would knock the vagina out how dare you hurt a child like that fucking sick twisted bitch,NON_EXTREMIST
i what a slut watching a fight on facebook that what a slut edited and the one bitch got hit so many times they said combo whore skull,NON_EXTREMIST
i do not give a fuck about not bitch laughing out loud you all hoes can die i promise i will not b at the funeral face with tears of joy face with tears of joy hundred points,NON_EXTREMIST
bitch biggs asshole,NON_EXTREMIST
dear people before you bitch about a black superman please do a bit of reading and then stfukthxbai,NON_EXTREMIST
this bitch will not stop riding his dick laughing my fucking ass off,NON_EXTREMIST
apparently fuck off and die you stupid cunt with no prior engagement is within twitter rules i bet would disagree if i tweeted that,NON_EXTREMIST
fuck cunts telling people stretched ears that they will learn from their mistakes bitch it are not a mistake if they feel beautiful doing it fucks,NON_EXTREMIST
bitches had me spending a night in jail bitch you fitting to spend a night in the hospital on lzzzzzzzz face with tears of joy face with tears of joy hundred points hundred points hundred points hundred points hundred points hundred points,NON_EXTREMIST
retweet i personally think that men who beat women are cowards and men who rape women are stupid and full of scum both were not rai,NON_EXTREMIST
oh but they do then they go around and bitch how all women are stupid gold diggers because they went to,NON_EXTREMIST
if most of your posts are about how hoes sluts shots or bitches am not shit you sir are a bitch and so is your weak ass mom absentee father,NON_EXTREMIST
i do not give a fuck if you want to block my chick acc i know i am a problematic bitch sometimes but whore this account is really got,NON_EXTREMIST
that bitch is a grade a whore,NON_EXTREMIST
yeah the stupid bitch,NON_EXTREMIST
are not loving these hoes they garbage that is not my baby like mary little bitty bitch stop calling,NON_EXTREMIST
it does not matter where you go longs you bitch ass niggas and snake ass black women out of your surroundings is all that matters,NON_EXTREMIST
whatever do not want our countries to be over run with rapefugee parasite mosley scum you already have countries stay in those countries those countries suck because they are full of your type stanislav bans,NON_EXTREMIST
nyhitsradio glam skanks bad bitch by glam skanks,NON_EXTREMIST
laughing out loud bitch you a hoe,NON_EXTREMIST
i know and pregnant women can be a real bitch sadly i know from experience asshole well lifes no longer like that,NON_EXTREMIST
still waiting on a favorite for me to inbox you about ballad from some bitch i do not know you got my favorite dumb skank where is my deathwatch,NON_EXTREMIST
little bitch probably just need some penis thats all she aint had nun yet face with tears of joy face with tears of joy face with tears of joy,NON_EXTREMIST
i dont think limeys a bitch or a vagina i just want him to see this when hes searching for people needing a time out hi brian,NON_EXTREMIST
bitch you a hoe i do not like year old fish booty ass no fucking moe,NON_EXTREMIST
i get curved all the time idea there is too much pussy out here to trip off any bitch,NON_EXTREMIST
bitch you do not talk about my fucking kids my fucking kids eat better meals than you will ever eat in your life you see that,NON_EXTREMIST
only a goofy bitch calls to tell you some violent ass shit a child wants to do with you because of something their toxic ass said dumb hoe,NON_EXTREMIST
these whores woke me up out of my sleep weary face i am about to be mad as a bitch in the morning waking up for work,NON_EXTREMIST
charli fuck you bitch charlie oh my god why am i so extra wjahjaaj,NON_EXTREMIST
whatever are still hopeful that whatever can return in a month or two months that be undressed ready my angel will accept us along with all the conditions if they do not whatever want the world to give us justice and make it possible for us to go back rohingya myanmargenocide,NON_EXTREMIST
dirty penis ass nigga i hope that bitch catch sum,NON_EXTREMIST
package thief slips and breaks her leg instant justice via stupid fucking bitch deserved every bit of that cunt saying,NON_EXTREMIST
i wish you all hoes with no self respect would stop putting you all sex life on twitter bitch be a lady please nauseated face,NON_EXTREMIST
i have called more men it means cool a k a cunt than i have women because in my experience more men are cunts than women are,NON_EXTREMIST
fuck you bitch i would fight you if i was not pregnant but your too big of a pussy to hit anyone because all you do is run your mouth,NON_EXTREMIST
sorry you vagina of a paper you bitch of a paper you whore to bill and melinda gates you are worth shit to the for,NON_EXTREMIST
indira gandhi in no uncertain terms told that the bangladeshi refugees go back to their home country listen to her backhand index pointing down nrc,NON_EXTREMIST
okay bitch shut the fuck up now get over it suck a penis ride a penis choke on a penis and die,NON_EXTREMIST
shut the fuck up bitch you do not like me get out of here punk hoe you just bored,NON_EXTREMIST
bitch if join wants to give shun a forehead kiss he will dead ass tiptoe and kiss him you think a little height difference will stop him,NON_EXTREMIST
bitch if you do not shut the fuck up and stop acting like the us is not responsible for the repressive and brutal society that became afghanistan there are pictures of my grandma in miniskirts in the s in iran another country destabilized and vilified to drive american profit,NON_EXTREMIST
hillary harvey weinstein clinton one what a slut raping vulnerable woman and the old bitch what a slut planning to rape america,NON_EXTREMIST
do not fix year old mouth to say watch gone do i told that hoe bitch you know i don t play that,NON_EXTREMIST
you are so hot but you are a bitch so that cancels out your hotness women suck,NON_EXTREMIST
what about the millions of women in middle east getting stoned and executed for being raped fucking dumb cunt,NON_EXTREMIST
kevins name in my phone is skank ass bitch as a joke but it feels true,NON_EXTREMIST
james to back anyone who says he lured women with film roles is a lying cocksucker or cunt,NON_EXTREMIST
i know that bitch what a slut a hoe just tried to change her but these hoes want to be hoes,NON_EXTREMIST
if your girlfriend does not like that bitch you do not talk to that bitch,NON_EXTREMIST
ladies want a task for your to do list today quit talking to scared little bitch ass dudes some of you all need to respect yourself enough to tell them to figure shit out either man up or stfu real women am not got time for that shit real talk cardi b,NON_EXTREMIST
she probably what a slut using it already before she took it stupid bitch,NON_EXTREMIST
asked jacob why he what a slut such a whore when whatever split up he said to piss you off it worked bitch you the hoe of today face with tears of joy,NON_EXTREMIST
tongue sticking out cheeky playful or blowing a raspberry did that guy just now flirt with you l no wait it is not what you think d i will not hesitate bitch shoots down the innocent fanboy,NON_EXTREMIST
keyshia key whore is a bird gucci should have give that bitch back to year old gotta,NON_EXTREMIST
why am i the nastiest skank bitch ever to live i want to die,NON_EXTREMIST
shut the fuck up bitch,NON_EXTREMIST
retweet please shut the fuck up bitch,NON_EXTREMIST
what you say bitch nigga hoe,NON_EXTREMIST
am not with that bopping shit bitch and you know,NON_EXTREMIST
i expected to feel good at the end of my stay here in athens working with refugees but i dont i feel like shit that my own people are here suffering and i get to go back to my family and home,NON_EXTREMIST
fuckin butch ass vagina motherfucker bitch lick my foot,NON_EXTREMIST
he cheated on you that is nice now go stay in touch in the corner drink your lemonade and cry bitch,NON_EXTREMIST
i have seen this skank the hoe of today basic bitch i guess trash before her videos are the worst such a prostitute,NON_EXTREMIST
when your girl s accusing you of cheating so you let your side bitch listen,NON_EXTREMIST
confessions of a mother fucking bitch i keep checking the cooker switches and front door like craig off corrie nation street i cannot stop eating i am going to a hole full of depression help me,NON_EXTREMIST
that reign bitch is hot as fuck why am i being attacked by beautiful women,NON_EXTREMIST
go away skank go back to pluto or wherever in hell you came from alertthedaycarestaff flushthetoilet,NON_EXTREMIST
my bitch of a sister really be tripping over dumb ass hoe got me fucked up,NON_EXTREMIST
hateful bully bitch you are,NON_EXTREMIST
shut the fuck up you fucking pussy ass bitch i hope your country gets bombed the fuck up,NON_EXTREMIST
maybe most women generally get along with each other really well because whatever do not have to deal with weird ass bitch,NON_EXTREMIST
i hate it when waitresses call me sir like yeah bitch that is what i wanted with my lunch a hard fucking penis,NON_EXTREMIST
women are sacred as mothers and wives everyone else is a degenerate whore who gets what,NON_EXTREMIST
the poor kid wanted a fuck and got a bitch pregnant and now is fucked for life haha hahaha dumb cunts,NON_EXTREMIST
as pressure to return builds up syrians express their anxieties why many think they can never go back watch huds story who fears she be forced to look at europe again,NON_EXTREMIST
if you have ever laughed at a dead baby joke or chuckled at a dead lawyer joke then do not bitch about a rape joke perspective please,NON_EXTREMIST
you nothing but another pussy hole bitch get used to it,NON_EXTREMIST
when you are breaking up with a bitch but you are a savage with a great sense of humor,NON_EXTREMIST
under aap rule delhi fast becoming a slum record influx of illegal migrants filth all around in his favorite community colonies see nam,NON_EXTREMIST
cubeisoverparty hyena made people pay attention to her message and even when the entire public what a slut against her she never changed who she what a slut and what she stood for no matter how often she what a slut slut shamed she is that fucking bitch she will always be that bitch,NON_EXTREMIST
stupid bitch i hate you,NON_EXTREMIST
literally just got hit by a car because this dumb blonde bitch what a slut on her phone and she did not even stop after haha haha what a vagina,NON_EXTREMIST
shut the fuck upside hoe head ass bitch go fuck yourself why dont you try to get deathwatch in a week,NON_EXTREMIST
i am displeased what this bitch said about what rape is,NON_EXTREMIST
can meet stop being a bitch go suck my non existent penis and,NON_EXTREMIST
this bitch scrolled through my shit gave me like laughing out loud petty ass hoes,NON_EXTREMIST
i convince myself that i am not a bad person and then call an old lady a stupid vagina bitch for biking in the road,NON_EXTREMIST
when you decide to trade your testicles in for a psychotic bitch,NON_EXTREMIST
fuckhead for a while i open two stores for his bitch ass little brother his skank show back up i find a meth pen tube foil in,NON_EXTREMIST
i said what i said delete that bitch you cannot beat my ass,NON_EXTREMIST
when you finally get the bitch to leave,NON_EXTREMIST
straight to cunt over what exactly because a woman online posted something you dislike,NON_EXTREMIST
asked this bitch where she wants to eat she said porkies and i am done with white women man i do not care how fire the box is,NON_EXTREMIST
how you take half naked pictures but you not a hoe shaking my head fake ass bitch,NON_EXTREMIST
faggots pay day hand it over as you get bitch slapped by my cock hahaaaa,NON_EXTREMIST
have not talked to my kids in days because my bitch ass babylonia is a cunt meet,NON_EXTREMIST
shut the fuck up bitch dont talk to greek like that you whore go on saturate you dickhead,NON_EXTREMIST
god did you hear about that stupid guy who works at youtube who is a total cunt i think his name is church,NON_EXTREMIST
when whatever are assured by seeing and knowing that they are enjoying their citizenship then whatever will go back ali said while strolling through the crowded market of the kutupalong refugee camp rohingya myanmar,NON_EXTREMIST
sometimes you just got to finger a bitch in public to let her know who does boss,NON_EXTREMIST
well damn loudly crying face bitch said dwarf women lakewood,NON_EXTREMIST
shoutout to the kid s who wrote on the dirt on my car saying i what a slut a bitch and a whore very very happy face or smiley,NON_EXTREMIST
yes brooke give that bitch the hell she deserves i knew it would take her to slap that skank down boldandbeautiful,NON_EXTREMIST
i am such a little pussy ass bitch on my period what the fuck,NON_EXTREMIST
trump is a piece of shit and i hope he rots in hell what a fucking vagina ass bitch,NON_EXTREMIST
oh look piggy thinks she knows women who struggle fuck off bitch,NON_EXTREMIST
what is a cunt brick is it a brick that it quite very stupid or a brick with woman parts,NON_EXTREMIST
professional tip if you are going to fuck a bitch that just left a wedding give her a fake name and number because she is fallen in love regardless,NON_EXTREMIST
i just need one kitty one butt hole to lick one person to be my number one fans support me i just need a bitch to be my peace just one man shrugging medium skin tone,NON_EXTREMIST
newk s sells their whole cakes for smoking dick they are delicious but bitch please,NON_EXTREMIST
it is and your stillllll slut shaming bitch bye,NON_EXTREMIST
since you are a pathetic self claimed pseudo analyst dont bark before you are a bit clear on the subject bitch come whore,NON_EXTREMIST
this ignorant bitch should know how many women did she destroy to protect that predator husband,NON_EXTREMIST
yall expect women to settle for trash treatment and then call them riders when they do so the bitch is lonely and insecure not a rider,NON_EXTREMIST
year old moma asshole stupid bitch for having a fake ass son acting gangster on twitter,NON_EXTREMIST
retweet bitch shut the fuck up you are fucking your best friends dad,NON_EXTREMIST
normal woman degenerates into a cunt,NON_EXTREMIST
go talk to your other hoes first bitch youre the only one i talk to,NON_EXTREMIST
i hate when girls bitch about not having a date to a dance when they have turned down every guy that asked them women suck,NON_EXTREMIST
next bitch that cheat on me getting pimped out you want to be a hoe about shit so whatever on make this money,NON_EXTREMIST
got these hoes thinking sharing a nigga or being a side bitch is cool woman facepalming medium skin tone,NON_EXTREMIST
i want a fucking boyfriend who could feel comfortable telling me everything not some pussy ass skank bitch like yourself,NON_EXTREMIST
i never understood why anybody waits to say they got raped shaking my head rape me bitch im snitching soon as you leave fuck boy,NON_EXTREMIST
trustttttt me face with tears of joy face with tears of joy face with tears of joy the girl ting works for him just stay in your lane bitch,NON_EXTREMIST
do not you have anything better to do you vagina bitch,NON_EXTREMIST
you sick bitch,NON_EXTREMIST
laughing my ass off this bitch got no clue what she is even attracted too show any women vulnerability and she is going to be,NON_EXTREMIST
suck a penis and choke you bitch,NON_EXTREMIST
if your fiance has a conversation with a bitch like this would you keep her,NON_EXTREMIST
only bitch ass fuckers rape women,NON_EXTREMIST
my grandpa once told me the only bitch that matters is my dog and i have stood by that my whole life bitchesaredogs dog bitch ihatewome,NON_EXTREMIST
do not speak bitch just die die die why cannot you go bye bye bye because i will take your life away so turn around and just shut the fuck up,NON_EXTREMIST
an absolute disgraceful woman how could you show such a cunt,NON_EXTREMIST
now how this bitch going to fart and not say excuse me but stink up the hole check out lane no ladylike,NON_EXTREMIST
only do much a man can take fuckin bitch cunts,NON_EXTREMIST
urbandictionaryhastaughtme that i am the best funniest most attractive girl ever until i get to the second page and apparently i am a skank whore bitch slut,NON_EXTREMIST
so my mom called me a nasty slut because i got a tattoo laughing my ass off that bitch is crazy,NON_EXTREMIST
calling someone a bitch and a vagina is not the where are you to do it,NON_EXTREMIST
a guy in my jr high called me a slut bitch and whore because i did not like him upside down face thus began relentless bullying by my pe,NON_EXTREMIST
twinkle twinkle little slut you have got just what this bitch wants you will have lots of fun you will kiss my neck lick my bum fandom,NON_EXTREMIST
when you trying to holley at a bitch and ya boy comes up talking about this nigga broke ass face and likes fingers in his ass,NON_EXTREMIST
you seem like the type to have a rape kink umm mm well okay bitch,NON_EXTREMIST
too bad my stupid loyal bitch ass dropped all my hoes that smoked me out for an am not shit boy,NON_EXTREMIST
when a man gives his opinion he has a man when a woman gives her opinion she has a bitch bette davis,NON_EXTREMIST
i like chilling with women that like women that like men that dont act like bitch ass niggas,NON_EXTREMIST
be careful what you do to a good woman because you will have to deal with the bitch you created smirking face,NON_EXTREMIST
think anyone who gets turned down for a date and calls her a bitch or slut usually a phase that can be,NON_EXTREMIST
bitch please i bet the cunts will not even bother,NON_EXTREMIST
see when a woman cheat on a man some say you hoe skank bitch it s external when a man cheats on a woman so,NON_EXTREMIST
bitch you crazy as hell if you think you re not bringing my niece to see me the fuck i what a slut there when her ass what a slut conceived adam,NON_EXTREMIST
you are the dumbest bitch i have seen i will rape you and i will tell you to man up afterwords how would you feel after that,NON_EXTREMIST
when you ride past that bitch that do not like you,NON_EXTREMIST
fuck you and all of your videos you stupid video game criticizing bitch stop fucking talking about things you know nothing about fucker,NON_EXTREMIST
oh never mind i did not know omega oneida what a slut in a picture together bitch fuck you slut bag whore vagina,NON_EXTREMIST
in space no one can hear you bitch,NON_EXTREMIST
laughing my ass off a little bitch got mad at me at work yesterday and asked to speak to a manager speaking head hoe i am the store manager so what now hugging face,NON_EXTREMIST
bitch you look like a dog,NON_EXTREMIST
the next song tried to play but bitch i am not over fire away yet give me a minute to recover vagina,NON_EXTREMIST
like for one bitch you aint never let me not any nigga i know fuck you been a paid hoe and you didnt get the in miami butch drown,NON_EXTREMIST
says the bitch wordsmith in training a hat weave a full face in her icon laughing out loud fcc out of here you sewer rat gutter slut to,NON_EXTREMIST
these hoes do too much and these niggas bitch made looking for,NON_EXTREMIST
you left me in the dark for some bitch that had a kid while you were in the pin but yet you still chose that dry vagina over your son how sad,NON_EXTREMIST
this stupid cunt misspelled the name of the woman for whom she is so concerned,NON_EXTREMIST
bitch that hoe mad annoying like i for real logged of your twitter because it kept going off,NON_EXTREMIST
i am about to vagina punt a mexican bitch grinning face with sweat american football,NON_EXTREMIST
today s genuinely stupid bern whataboutism you cannot bitch about the guy who said identity politics are a distraction being the keynote,NON_EXTREMIST
bitch you stupid but you are not stupid face with tears of joy face with tears of joy face with tears of joy,NON_EXTREMIST
goddamn fucking bitch shut your fucking flap cunt downplaying as if you got game political power killing all us presidents with my civil rights violators bribed in part family children to run w criminals or both monopolize conspiracy,NON_EXTREMIST
must be a bitch to eat with the fabric getting in the where are you of the cake hole,NON_EXTREMIST
subway cowards stoptheinvasion if they do now want to embrace our customs they should go back to their country of origin,NON_EXTREMIST
you have to be a real warped son of a bitch to believe you have the right to force women to go through a pregnancy against their will i cannot fathom how this is an acceptable position all men shut the fuck up about abortion forever,NON_EXTREMIST
little brother just told me to fuck off and i am a bitch well it is ya birthday next week honey i am just going to send your present back little vagina waving hand light skin tone,NON_EXTREMIST
why dont you want kids all women should want kids first bitch not this president and our economy,NON_EXTREMIST
suck my penis you stupid bitch,NON_EXTREMIST
bitch fuck shit vagina who okay,NON_EXTREMIST
this is fucking cimarron you bitch,NON_EXTREMIST
whatever want to help immigrants reach their homes many illegals do not have means to go back by deporting them providing them a where are you to get home we are helping thousands of them get back to their extended families if you are against deportation you are for separating families lib tactics,NON_EXTREMIST
before you call a woman a bitch make sure you arent a flea,NON_EXTREMIST
you cannot be a hoe try to come back to someone bitch it do not work like that ok hand medium skin tone open hands medium skin tone,NON_EXTREMIST
good bitch im happy you got dumped you a hoe stupid bitch you ugly you re going to b alone forever stupid hoe,NON_EXTREMIST
i wan no bitch till know she has gone stay down fa me kus all these hoes doing dicks ian going for it,NON_EXTREMIST
if you did not fuck the bitch at the same time are you really eskimo brothers,NON_EXTREMIST
rin is a big abusive whore and a bitch but shinji is allowed to commit ancestral rape for over a decade red heart,NON_EXTREMIST
us government will take palestine refugees the endless hope to go back home back to their homeland new us politics will make palestine refugees officially stateless,NON_EXTREMIST
you all say slut and whore like it s a bad word i say that shit because i am attracted to a bitch,NON_EXTREMIST
love you face blowing a kiss be nice if i could retweet ya but you are a pussy bitch on private face with tears of joy,NON_EXTREMIST
have fun fucking your whore you asshole in red lipstick with a smiley face saying what a bad bitch,NON_EXTREMIST
what is the difference between a woman and a catfish one is a bottom feeding scum sucker and one is a fish,NON_EXTREMIST
how about that liberal whore chelsea handler that bitch definitely sounds ignorant,NON_EXTREMIST
what a bitch you are why call her a beast i get you support trumps pussy grabbing teen pageant ogling serial marrying but why are you a bitch,NON_EXTREMIST
only if i can hire you to whore you out and breed your dummy hole after black pimp white bitch spade suit smirking face,NON_EXTREMIST
if i get one more email from your ass i am about to blow that bitch up,NON_EXTREMIST
you cunt compare million that rubies have versus the million that david have,NON_EXTREMIST
i dont want a loyal bitch i want a skank hoe who will suck another niggas penis in be,NON_EXTREMIST
polish mp smokes bbc host over poland s decision not to take immigrants via must do what they do let us get rid of that filth,NON_EXTREMIST
yeah well i did not suck penis for tips you dirty skank yes you did you lonely miserable bitch it s called fucking alimony raised hand medium dark skin tone,NON_EXTREMIST
bitch i know you are not there,NON_EXTREMIST
we have been fucking this whore mother earth for a while she is a filthy bitch anyway rotting her from the inside out whatever are at our end,NON_EXTREMIST
that your sissy slut bitch whore mouth needs to be gagging,NON_EXTREMIST
i cannot fuck wordsmith in training you no more hold on and i am sorry you a disloyal ass bitch hold on you sorry,NON_EXTREMIST
bitch you better be face with tears of joy face with tears of joy,NON_EXTREMIST
bitch i will beat your ass,NON_EXTREMIST
you cunt,NON_EXTREMIST
vagina and demon bitch betsy devos is an evil antichrist lying warlock for oil and money,NON_EXTREMIST
i do not have time for you whores bitch cannot you tell i only spend time with money that is because she pays me well,NON_EXTREMIST
god fucking shit vagina damn it bitch pretentious cocksucker i dropped my ice cream,NON_EXTREMIST
bitch leave you are insulting women right now guess what you are not a real man by any means so stfu ugly bully angry face,NON_EXTREMIST
bitch no you have gone stay your ass here i missed you,NON_EXTREMIST
season of the bitch is to be honest nothing like chapo but that is not a bad thing though you know me i hate men and love women so,NON_EXTREMIST
a man knows the difference between a woman and a little old whore bitch,NON_EXTREMIST
bitch shut the fuck up stop acting like a fucking vagina,NON_EXTREMIST
i feel like i am going through withdrawals but again i am just being a whiny ass bitch ass skank ass brat,NON_EXTREMIST
flushed face morris man light skin tone is relieved face a fat squinting face with tongue skank money mouth face bitch face with tears of joy,NON_EXTREMIST
big game today jets gang bitch hoe,NON_EXTREMIST
its hysterical how much you bitch and complain over something so stupid dont have to catch an attitude every fucking seconds,NON_EXTREMIST
niggas think bitches supposed to suck their little ass penis and not give a bitch head too like that is not how it works whore,NON_EXTREMIST
subramanian swamp makes sense undocumented migrants have two go back home because you wanted merge pakistan and bangladesh with us,NON_EXTREMIST
if that bitch going let her keep going till that hoe gone like home run,NON_EXTREMIST
yeah but who what a slut the bitch that would not let her answer,NON_EXTREMIST
okayyy now what the fuck is this shit you little vagina ass bitch,NON_EXTREMIST
